status,function,function_new,Month,APP,Month in Dates,status2,Months for Analysis,Term
Total,Total,Total,January 2016,0.0,2016-01-01,Total,JAN,15.16
Total,Total,Total,January 2016,0.0,2016-01-01,Total,JAN,15.16
Realized,Total,Total,January 2016,0.0,2016-01-01,Realized,JAN,15.16
Total,Total,Total,January 2016,0.0,2016-01-01,Total,JAN,15.16
Total,Total,Total,January 2016,0.0,2016-01-01,Total,JAN,15.16
Accepted by Host,oGE,oGTa,February 2016,0.0,2016-02-01,Accepted by Host,FEB,16.17
Realized,Old iGT,iGTa,February 2016,0.0,2016-02-01,Realized,FEB,16.17
Realized,Old iGV,iGV,February 2016,0.0,2016-02-01,Realized,FEB,16.17
Accepted by Host,oGTe,oGTe,February 2016,0.0,2016-02-01,Accepted by Host,FEB,16.17
Accepted by Host,oGTa,oGTa,February 2016,0.0,2016-02-01,Accepted by Host,FEB,16.17
Accepted by Host,oGV,oGV,February 2016,0.0,2016-02-01,Accepted by Host,FEB,16.17
Realized,iGTa,iGTa,February 2016,0.0,2016-02-01,Realized,FEB,16.17
Realized,iGV,iGV,February 2016,0.0,2016-02-01,Realized,FEB,16.17
Realized,iGTe,iGTe,February 2016,0.0,2016-02-01,Realized,FEB,16.17
Accepted,oGTe,oGTe,February 2016,0.0,2016-02-01,Accepted,FEB,16.17
Accepted by Host,Old oGT,oGTa,February 2016,0.0,2016-02-01,Accepted by Host,FEB,16.17
Accepted,oGTa,oGTa,February 2016,0.0,2016-02-01,Accepted,FEB,16.17
Accepted by Host,Old oGV,oGV,February 2016,0.0,2016-02-01,Accepted by Host,FEB,16.17
Accepted,oGV,oGV,February 2016,0.0,2016-02-01,Accepted,FEB,16.17
Realized,iGE,iGTa,February 2016,0.0,2016-02-01,Realized,FEB,16.17
Finished,iGTa,iGTa,February 2016,0.0,2016-02-01,Finished,FEB,16.17
Finished,iGV,iGV,February 2016,0.0,2016-02-01,Finished,FEB,16.17
Finished,iGTe,iGTe,February 2016,0.0,2016-02-01,Finished,FEB,16.17
Realized,oGTe,oGTe,February 2016,0.0,2016-02-01,Realized,FEB,16.17
Accepted by Host,iGTe,iGTe,February 2016,0.0,2016-02-01,Accepted by Host,FEB,16.17
Realized,oGTa,oGTa,February 2016,0.0,2016-02-01,Realized,FEB,16.17
Accepted by Host,iGTa,iGTa,February 2016,0.0,2016-02-01,Accepted by Host,FEB,16.17
Realized,oGV,oGV,February 2016,0.0,2016-02-01,Realized,FEB,16.17
Accepted by Host,iGV,iGV,February 2016,0.0,2016-02-01,Accepted by Host,FEB,16.17
Realized,oGE,oGTa,February 2016,0.0,2016-02-01,Realized,FEB,16.17
Accepted by Host,iGE,iGTa,February 2016,0.0,2016-02-01,Accepted by Host,FEB,16.17
Realized,Old oGT,oGTa,February 2016,0.0,2016-02-01,Realized,FEB,16.17
Accepted by Host,Old iGT,iGTa,February 2016,0.0,2016-02-01,Accepted by Host,FEB,16.17
Realized,Old oGV,oGV,February 2016,0.0,2016-02-01,Realized,FEB,16.17
Accepted by Host,Old iGV,iGV,February 2016,0.0,2016-02-01,Accepted by Host,FEB,16.17
Accepted,oGE,oGTa,February 2016,0.0,2016-02-01,Accepted,FEB,16.17
Accepted,Old oGT,oGTa,February 2016,0.0,2016-02-01,Accepted,FEB,16.17
Accepted,Old oGV,oGV,February 2016,0.0,2016-02-01,Accepted,FEB,16.17
Approved,oGTe,oGTe,February 2016,0.0,2016-02-01,Approved,FEB,16.17
Approved,oGTa,oGTa,February 2016,0.0,2016-02-01,Approved,FEB,16.17
Finished,iGE,iGTa,February 2016,0.0,2016-02-01,Finished,FEB,16.17
Finished,Old iGT,iGTa,February 2016,0.0,2016-02-01,Finished,FEB,16.17
Finished,Old iGV,iGV,February 2016,0.0,2016-02-01,Finished,FEB,16.17
Remote Realized,oGTe,oGTe,February 2016,0.0,2016-02-01,Remote Realized,FEB,16.17
Remote Realized,oGTa,oGTa,February 2016,0.0,2016-02-01,Remote Realized,FEB,16.17
Remote Realized,Old oGV,oGV,February 2016,0.0,2016-02-01,Remote Realized,FEB,16.17
Remote Realized,Old oGT,oGTa,February 2016,0.0,2016-02-01,Remote Realized,FEB,16.17
Remote Realized,oGE,oGTa,February 2016,0.0,2016-02-01,Remote Realized,FEB,16.17
Remote Realized,oGV,oGV,February 2016,0.0,2016-02-01,Remote Realized,FEB,16.17
Accepted,iGV,iGV,February 2016,0.0,2016-02-01,Accepted,FEB,16.17
Accepted,iGE,iGTa,February 2016,0.0,2016-02-01,Accepted,FEB,16.17
Accepted,iGTa,iGTa,February 2016,0.0,2016-02-01,Accepted,FEB,16.17
Accepted,iGTe,iGTe,February 2016,0.0,2016-02-01,Accepted,FEB,16.17
Accepted,Old iGT,iGTa,February 2016,0.0,2016-02-01,Accepted,FEB,16.17
Approved,Old iGV,iGV,February 2016,0.0,2016-02-01,Approved,FEB,16.17
Accepted,Old iGV,iGV,February 2016,0.0,2016-02-01,Accepted,FEB,16.17
Approved,Old oGT,oGTa,February 2016,0.0,2016-02-01,Approved,FEB,16.17
Approved,Old oGV,oGV,February 2016,0.0,2016-02-01,Approved,FEB,16.17
Approved,oGV,oGV,February 2016,0.0,2016-02-01,Approved,FEB,16.17
Approved,oGE,oGTa,February 2016,0.0,2016-02-01,Approved,FEB,16.17
Completed,Old iGV,iGV,February 2016,0.0,2016-02-01,Completed,FEB,16.17
Applied,Old oGV,oGV,February 2016,0.0,2016-02-01,Applied,FEB,16.17
Completed,iGTa,iGTa,February 2016,0.0,2016-02-01,Completed,FEB,16.17
Completed,iGTe,iGTe,February 2016,0.0,2016-02-01,Completed,FEB,16.17
Completed,oGE,oGTa,February 2016,0.0,2016-02-01,Completed,FEB,16.17
Completed,iGV,iGV,February 2016,0.0,2016-02-01,Completed,FEB,16.17
Completed,oGV,oGV,February 2016,0.0,2016-02-01,Completed,FEB,16.17
Completed,oGTa,oGTa,February 2016,0.0,2016-02-01,Completed,FEB,16.17
Completed,oGTe,oGTe,February 2016,0.0,2016-02-01,Completed,FEB,16.17
Completed,iGE,iGTa,February 2016,0.0,2016-02-01,Completed,FEB,16.17
Completed,Old iGT,iGTa,February 2016,0.0,2016-02-01,Completed,FEB,16.17
Completed,Old oGV,oGV,February 2016,0.0,2016-02-01,Completed,FEB,16.17
Completed,Old oGT,oGTa,February 2016,0.0,2016-02-01,Completed,FEB,16.17
Applied,iGTa,iGTa,February 2016,0.0,2016-02-01,Applied,FEB,16.17
Applied,iGTe,iGTe,February 2016,0.0,2016-02-01,Applied,FEB,16.17
Approved,Old iGT,iGTa,February 2016,0.0,2016-02-01,Approved,FEB,16.17
Applied,iGE,iGTa,February 2016,0.0,2016-02-01,Applied,FEB,16.17
Approved,iGE,iGTa,February 2016,0.0,2016-02-01,Approved,FEB,16.17
Applied,iGV,iGV,February 2016,0.0,2016-02-01,Applied,FEB,16.17
Approved,iGV,iGV,February 2016,0.0,2016-02-01,Approved,FEB,16.17
Applied,Old iGV,iGV,February 2016,0.0,2016-02-01,Applied,FEB,16.17
Approved,iGTe,iGTe,February 2016,0.0,2016-02-01,Approved,FEB,16.17
Applied,Old iGT,iGTa,February 2016,0.0,2016-02-01,Applied,FEB,16.17
Approved,iGTa,iGTa,February 2016,0.0,2016-02-01,Approved,FEB,16.17
Remote Realized,iGTe,iGTe,February 2016,0.0,2016-02-01,Remote Realized,FEB,16.17
Remote Realized,iGTa,iGTa,February 2016,0.0,2016-02-01,Remote Realized,FEB,16.17
Remote Realized,iGV,iGV,February 2016,0.0,2016-02-01,Remote Realized,FEB,16.17
Finished,oGTe,oGTe,February 2016,0.0,2016-02-01,Finished,FEB,16.17
Finished,oGTa,oGTa,February 2016,0.0,2016-02-01,Finished,FEB,16.17
Finished,oGV,oGV,February 2016,0.0,2016-02-01,Finished,FEB,16.17
Finished,oGE,oGTa,February 2016,0.0,2016-02-01,Finished,FEB,16.17
Remote Realized,Old iGV,iGV,February 2016,0.0,2016-02-01,Remote Realized,FEB,16.17
Applied,Old oGT,oGTa,February 2016,0.0,2016-02-01,Applied,FEB,16.17
Finished,Old oGT,oGTa,February 2016,0.0,2016-02-01,Finished,FEB,16.17
Finished,Old oGV,oGV,February 2016,0.0,2016-02-01,Finished,FEB,16.17
Applied,oGE,oGTa,February 2016,0.0,2016-02-01,Applied,FEB,16.17
Remote Realized,iGE,iGTa,February 2016,0.0,2016-02-01,Remote Realized,FEB,16.17
Applied,oGV,oGV,February 2016,0.0,2016-02-01,Applied,FEB,16.17
Applied,oGTa,oGTa,February 2016,0.0,2016-02-01,Applied,FEB,16.17
Remote Realized,Old iGT,iGTa,February 2016,0.0,2016-02-01,Remote Realized,FEB,16.17
Applied,oGTe,oGTe,February 2016,0.0,2016-02-01,Applied,FEB,16.17
Open,oGV,oGV,February 2016,0.0,2016-02-01,Open,FEB,16.17
Open,oGT Old,oGTa,February 2016,0.0,2016-02-01,Open,FEB,16.17
Open,oGE,oGTa,February 2016,0.0,2016-02-01,Open,FEB,16.17
Open,oGV,oGV,February 2016,0.0,2016-02-01,Open,FEB,16.17
Open,oGTa,oGTa,February 2016,0.0,2016-02-01,Open,FEB,16.17
Open,oGTe,oGTe,February 2016,0.0,2016-02-01,Open,FEB,16.17
Open,iGV,iGV,February 2016,0.0,2016-02-01,Open,FEB,16.17
Open,iGT Old,iGTa,February 2016,0.0,2016-02-01,Open,FEB,16.17
Open,iGE,iGTa,February 2016,0.0,2016-02-01,Open,FEB,16.17
Open,iGV,iGV,February 2016,0.0,2016-02-01,Open,FEB,16.17
Open,iGTa,iGTa,February 2016,0.0,2016-02-01,Open,FEB,16.17
Open,iGTe,iGTe,February 2016,0.0,2016-02-01,Open,FEB,16.17
Total,Total,Total,February 2016,0.0,2016-02-01,Total,FEB,16.17
Total,Total,Total,February 2016,0.0,2016-02-01,Total,FEB,16.17
Accepted L,Total,Total,February 2016,0.0,2016-02-01,Accepted L,FEB,16.17
Total,Total,Total,February 2016,0.0,2016-02-01,Total,FEB,16.17
Total,Total,Total,February 2016,0.0,2016-02-01,Total,FEB,16.17
Realized,Total,Total,February 2016,0.0,2016-02-01,Realized,FEB,16.17
Total,Total,Total,February 2016,0.0,2016-02-01,Total,FEB,16.17
Total,Total,Total,February 2016,0.0,2016-02-01,Total,FEB,16.17
Accepted by Host,oGE,oGTa,March 2016,0.0,2016-03-01,Accepted by Host,MAR,16.17
Realized,Old iGT,iGTa,March 2016,0.0,2016-03-01,Realized,MAR,16.17
Realized,Old iGV,iGV,March 2016,0.0,2016-03-01,Realized,MAR,16.17
Accepted by Host,oGTe,oGTe,March 2016,0.0,2016-03-01,Accepted by Host,MAR,16.17
Accepted by Host,oGTa,oGTa,March 2016,0.0,2016-03-01,Accepted by Host,MAR,16.17
Accepted by Host,oGV,oGV,March 2016,0.0,2016-03-01,Accepted by Host,MAR,16.17
Realized,iGTa,iGTa,March 2016,0.0,2016-03-01,Realized,MAR,16.17
Realized,iGV,iGV,March 2016,0.0,2016-03-01,Realized,MAR,16.17
Realized,iGTe,iGTe,March 2016,0.0,2016-03-01,Realized,MAR,16.17
Accepted,oGTe,oGTe,March 2016,0.0,2016-03-01,Accepted,MAR,16.17
Accepted by Host,Old oGT,oGTa,March 2016,0.0,2016-03-01,Accepted by Host,MAR,16.17
Accepted,oGTa,oGTa,March 2016,0.0,2016-03-01,Accepted,MAR,16.17
Accepted by Host,Old oGV,oGV,March 2016,0.0,2016-03-01,Accepted by Host,MAR,16.17
Accepted,oGV,oGV,March 2016,0.0,2016-03-01,Accepted,MAR,16.17
Realized,iGE,iGTa,March 2016,0.0,2016-03-01,Realized,MAR,16.17
Finished,iGTa,iGTa,March 2016,0.0,2016-03-01,Finished,MAR,16.17
Finished,iGV,iGV,March 2016,0.0,2016-03-01,Finished,MAR,16.17
Finished,iGTe,iGTe,March 2016,0.0,2016-03-01,Finished,MAR,16.17
Realized,oGTe,oGTe,March 2016,0.0,2016-03-01,Realized,MAR,16.17
Accepted by Host,iGTe,iGTe,March 2016,0.0,2016-03-01,Accepted by Host,MAR,16.17
Realized,oGTa,oGTa,March 2016,0.0,2016-03-01,Realized,MAR,16.17
Accepted by Host,iGTa,iGTa,March 2016,0.0,2016-03-01,Accepted by Host,MAR,16.17
Realized,oGV,oGV,March 2016,0.0,2016-03-01,Realized,MAR,16.17
Accepted by Host,iGV,iGV,March 2016,0.0,2016-03-01,Accepted by Host,MAR,16.17
Realized,oGE,oGTa,March 2016,0.0,2016-03-01,Realized,MAR,16.17
Accepted by Host,iGE,iGTa,March 2016,0.0,2016-03-01,Accepted by Host,MAR,16.17
Realized,Old oGT,oGTa,March 2016,0.0,2016-03-01,Realized,MAR,16.17
Accepted by Host,Old iGT,iGTa,March 2016,0.0,2016-03-01,Accepted by Host,MAR,16.17
Realized,Old oGV,oGV,March 2016,0.0,2016-03-01,Realized,MAR,16.17
Accepted by Host,Old iGV,iGV,March 2016,0.0,2016-03-01,Accepted by Host,MAR,16.17
Accepted,oGE,oGTa,March 2016,0.0,2016-03-01,Accepted,MAR,16.17
Accepted,Old oGT,oGTa,March 2016,0.0,2016-03-01,Accepted,MAR,16.17
Accepted,Old oGV,oGV,March 2016,0.0,2016-03-01,Accepted,MAR,16.17
Approved,oGTe,oGTe,March 2016,0.0,2016-03-01,Approved,MAR,16.17
Approved,oGTa,oGTa,March 2016,0.0,2016-03-01,Approved,MAR,16.17
Finished,iGE,iGTa,March 2016,0.0,2016-03-01,Finished,MAR,16.17
Finished,Old iGT,iGTa,March 2016,0.0,2016-03-01,Finished,MAR,16.17
Finished,Old iGV,iGV,March 2016,0.0,2016-03-01,Finished,MAR,16.17
Remote Realized,oGTe,oGTe,March 2016,0.0,2016-03-01,Remote Realized,MAR,16.17
Remote Realized,oGTa,oGTa,March 2016,0.0,2016-03-01,Remote Realized,MAR,16.17
Remote Realized,Old oGV,oGV,March 2016,0.0,2016-03-01,Remote Realized,MAR,16.17
Remote Realized,Old oGT,oGTa,March 2016,0.0,2016-03-01,Remote Realized,MAR,16.17
Remote Realized,oGE,oGTa,March 2016,0.0,2016-03-01,Remote Realized,MAR,16.17
Remote Realized,oGV,oGV,March 2016,0.0,2016-03-01,Remote Realized,MAR,16.17
Accepted,iGV,iGV,March 2016,0.0,2016-03-01,Accepted,MAR,16.17
Accepted,iGE,iGTa,March 2016,0.0,2016-03-01,Accepted,MAR,16.17
Accepted,iGTa,iGTa,March 2016,0.0,2016-03-01,Accepted,MAR,16.17
Accepted,iGTe,iGTe,March 2016,0.0,2016-03-01,Accepted,MAR,16.17
Accepted,Old iGT,iGTa,March 2016,0.0,2016-03-01,Accepted,MAR,16.17
Approved,Old iGV,iGV,March 2016,0.0,2016-03-01,Approved,MAR,16.17
Accepted,Old iGV,iGV,March 2016,0.0,2016-03-01,Accepted,MAR,16.17
Approved,Old oGT,oGTa,March 2016,0.0,2016-03-01,Approved,MAR,16.17
Approved,Old oGV,oGV,March 2016,0.0,2016-03-01,Approved,MAR,16.17
Approved,oGV,oGV,March 2016,0.0,2016-03-01,Approved,MAR,16.17
Approved,oGE,oGTa,March 2016,0.0,2016-03-01,Approved,MAR,16.17
Completed,Old iGV,iGV,March 2016,0.0,2016-03-01,Completed,MAR,16.17
Applied,Old oGV,oGV,March 2016,0.0,2016-03-01,Applied,MAR,16.17
Completed,iGTa,iGTa,March 2016,0.0,2016-03-01,Completed,MAR,16.17
Completed,iGTe,iGTe,March 2016,0.0,2016-03-01,Completed,MAR,16.17
Completed,oGE,oGTa,March 2016,0.0,2016-03-01,Completed,MAR,16.17
Completed,iGV,iGV,March 2016,0.0,2016-03-01,Completed,MAR,16.17
Completed,oGV,oGV,March 2016,0.0,2016-03-01,Completed,MAR,16.17
Completed,oGTa,oGTa,March 2016,0.0,2016-03-01,Completed,MAR,16.17
Completed,oGTe,oGTe,March 2016,0.0,2016-03-01,Completed,MAR,16.17
Completed,iGE,iGTa,March 2016,0.0,2016-03-01,Completed,MAR,16.17
Completed,Old iGT,iGTa,March 2016,0.0,2016-03-01,Completed,MAR,16.17
Completed,Old oGV,oGV,March 2016,0.0,2016-03-01,Completed,MAR,16.17
Completed,Old oGT,oGTa,March 2016,0.0,2016-03-01,Completed,MAR,16.17
Applied,iGTa,iGTa,March 2016,0.0,2016-03-01,Applied,MAR,16.17
Applied,iGTe,iGTe,March 2016,0.0,2016-03-01,Applied,MAR,16.17
Approved,Old iGT,iGTa,March 2016,0.0,2016-03-01,Approved,MAR,16.17
Applied,iGE,iGTa,March 2016,0.0,2016-03-01,Applied,MAR,16.17
Approved,iGE,iGTa,March 2016,0.0,2016-03-01,Approved,MAR,16.17
Applied,iGV,iGV,March 2016,0.0,2016-03-01,Applied,MAR,16.17
Approved,iGV,iGV,March 2016,0.0,2016-03-01,Approved,MAR,16.17
Applied,Old iGV,iGV,March 2016,0.0,2016-03-01,Applied,MAR,16.17
Approved,iGTe,iGTe,March 2016,0.0,2016-03-01,Approved,MAR,16.17
Applied,Old iGT,iGTa,March 2016,0.0,2016-03-01,Applied,MAR,16.17
Approved,iGTa,iGTa,March 2016,0.0,2016-03-01,Approved,MAR,16.17
Remote Realized,iGTe,iGTe,March 2016,0.0,2016-03-01,Remote Realized,MAR,16.17
Remote Realized,iGTa,iGTa,March 2016,0.0,2016-03-01,Remote Realized,MAR,16.17
Remote Realized,iGV,iGV,March 2016,0.0,2016-03-01,Remote Realized,MAR,16.17
Finished,oGTe,oGTe,March 2016,0.0,2016-03-01,Finished,MAR,16.17
Finished,oGTa,oGTa,March 2016,0.0,2016-03-01,Finished,MAR,16.17
Finished,oGV,oGV,March 2016,0.0,2016-03-01,Finished,MAR,16.17
Finished,oGE,oGTa,March 2016,0.0,2016-03-01,Finished,MAR,16.17
Remote Realized,Old iGV,iGV,March 2016,0.0,2016-03-01,Remote Realized,MAR,16.17
Applied,Old oGT,oGTa,March 2016,0.0,2016-03-01,Applied,MAR,16.17
Finished,Old oGT,oGTa,March 2016,0.0,2016-03-01,Finished,MAR,16.17
Finished,Old oGV,oGV,March 2016,0.0,2016-03-01,Finished,MAR,16.17
Applied,oGE,oGTa,March 2016,0.0,2016-03-01,Applied,MAR,16.17
